id,artist,track,platform,country,streams,month,last+AF8-updated
718,Wizkid,Essence,Spotify,CH,47848,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:36
719,Wizkid,Essence,Spotify,IE,40596,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:36
720,Wizkid,Essence,Spotify,CY,26202,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:36
721,Wizkid,Essence,Spotify,KR,20877,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:36
722,Wizkid,Essence,Spotify,LU,13806,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:36
723,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,Global,11243127,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
724,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,US,4618655,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
725,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,CA,1100660,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
726,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,NG,459013,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
727,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,AU,270680,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
728,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,SG,51180,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
729,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,ZA,50919,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
730,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,CR,43519,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
731,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,PA,20650,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
732,Wizkid,+ACI-Link Up (Metro Boomin +ACY- Don Toliver, Wizkid feat. BEAM +ACY- Toian) +AC0- Spider+AC0-Verse Remix (Spider+AC0-Man: Across the Spider+AC0-Verse )+ACI-,Spotify,AE,19201,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:45
733,Wizkid,Cash Flow,Spotify,NG,9936048,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:57:57
734,Wizkid,Pray,Spotify,NG,10071111,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:08
735,Wizkid,Apre+//3//Q-s Minuit,Spotify,NG,9908113,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:18
736,Wizkid,Bend,Spotify,NG,9127936,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:25
737,Wizkid,Karamo,Spotify,NG,9133327,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:32
738,Wizkid,System,Spotify,GB,7977278,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
739,Wizkid,System,Spotify,NG,370129,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
740,Wizkid,System,Spotify,IE,320503,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
741,Wizkid,System,Spotify,AU,215403,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
742,Wizkid,System,Spotify,NL,157070,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
743,Wizkid,System,Spotify,DK,52313,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
744,Wizkid,System,Spotify,ZA,23277,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
745,Wizkid,System,Spotify,AE,10965,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
746,Wizkid,System,Spotify,CY,2642,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:38
747,Wizkid,DYNAMITE,Spotify,NG,8748986,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:45
748,Wizkid,DYNAMITE,Spotify,ZA,266629,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:45
749,Wizkid,APALA DISCO,Spotify,NG,8773773,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:51
750,Wizkid,My Love,Spotify,DE,2375656,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
751,Wizkid,My Love,Spotify,GB,2254123,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
752,Wizkid,My Love,Spotify,CA,1891096,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
753,Wizkid,My Love,Spotify,US,1279340,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
754,Wizkid,My Love,Spotify,NO,312669,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
755,Wizkid,My Love,Spotify,AT,218485,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
756,Wizkid,My Love,Spotify,SE,134621,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
757,Wizkid,My Love,Spotify,IE,130058,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:58:57
758,Wizkid,+ACI-Getting Paid (feat. Asake, Wizkid, Skillibeng)+ACI-,Spotify,NG,7486808,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:07
759,Wizkid,Diamonds,Spotify,NG,7935192,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:15
760,Wizkid,BIG TIME,Spotify,NG,7469759,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:24
761,Wizkid,Time,Spotify,NG,7572560,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:31
762,Wizkid,Break Me Down,Spotify,NG,7400434,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:40
763,Wizkid,Energy (Stay Far Away),Spotify,GB,6758953,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:48
764,Wizkid,Energy (Stay Far Away),Spotify,NG,670201,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:48
765,Wizkid,Call Me Every Day,Spotify,NG,3939722,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
766,Wizkid,Call Me Every Day,Spotify,ZA,1425541,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
767,Wizkid,Call Me Every Day,Spotify,GB,484409,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
768,Wizkid,Call Me Every Day,Spotify,NZ,311378,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
769,Wizkid,Call Me Every Day,Spotify,AE,102171,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
770,Wizkid,Call Me Every Day,Spotify,CY,8928,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 08:59:58
771,Wizkid,Bad For You,Spotify,NG,6709350,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:07
772,Wizkid,Checklist,Spotify,Global,6393971,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
773,Wizkid,Checklist,Spotify,US,1975825,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
774,Wizkid,Checklist,Spotify,GB,1158731,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
775,Wizkid,Checklist,Spotify,CA,267494,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
776,Wizkid,Checklist,Spotify,FI,262741,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
777,Wizkid,Checklist,Spotify,IE,145179,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
778,Wizkid,Checklist,Spotify,PH,140408,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
779,Wizkid,Checklist,Spotify,NO,99032,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
780,Wizkid,Checklist,Spotify,TW,82348,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
781,Wizkid,Checklist,Spotify,SG,50330,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
782,Wizkid,Checklist,Spotify,BE,44938,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
783,Wizkid,Checklist,Spotify,HK,41255,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
784,Wizkid,Checklist,Spotify,MY,39440,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
785,Wizkid,Checklist,Spotify,CH,33435,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
786,Wizkid,Checklist,Spotify,HU,30067,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
787,Wizkid,Checklist,Spotify,PT,29808,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
788,Wizkid,Checklist,Spotify,GR,24798,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
789,Wizkid,Checklist,Spotify,CZ,22572,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
790,Wizkid,Checklist,Spotify,TH,21131,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
791,Wizkid,Checklist,Spotify,IL,20751,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
792,Wizkid,Checklist,Spotify,RO,18579,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
793,Wizkid,Checklist,Spotify,LT,18027,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
794,Wizkid,Checklist,Spotify,SK,16579,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
795,Wizkid,Checklist,Spotify,EE,9783,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
796,Wizkid,Checklist,Spotify,MT,8854,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
797,Wizkid,Checklist,Spotify,LV,6093,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
798,Wizkid,Checklist,Spotify,VN,5971,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
799,Wizkid,Checklist,Spotify,LU,5721,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
800,Wizkid,Checklist,Spotify,CY,4523,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
801,Wizkid,Checklist,Spotify,BG,4193,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:21
802,Wizkid,Bad To Me,Spotify,NG,6185718,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:29
803,Wizkid,Bad To Me,Spotify,NL,159061,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:29
804,Wizkid,Bad To Me,Spotify,CY,4056,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:29
805,Wizkid,Ololufe,Spotify,NG,6169530,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:38
806,Wizkid,MONEY CONSTANT,Spotify,NG,4696204,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:47
807,Wizkid,Soji,Spotify,NG,5480912,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:00:57
808,Wizkid,Don't Care,Spotify,NG,5289946,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:05
809,Wizkid,Lose,Spotify,NG,5418082,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:12
810,Wizkid,Ebelebe,Spotify,NG,4598798,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:20
811,Wizkid,Borrowed Love,Spotify,Global,4519211,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
812,Wizkid,Borrowed Love,Spotify,US,2495499,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
813,Wizkid,Borrowed Love,Spotify,CA,626444,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
814,Wizkid,Borrowed Love,Spotify,RO,7763,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
815,Wizkid,Borrowed Love,Spotify,GR,6915,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
816,Wizkid,Borrowed Love,Spotify,IS,6565,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
817,Wizkid,Borrowed Love,Spotify,BG,4140,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:34
818,Wizkid,2 Sugar,Spotify,NG,4368441,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:42
819,Wizkid,2 Sugar,Spotify,ZA,39857,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:42
820,Wizkid,2 Sugar,Spotify,CY,4954,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:42
821,Wizkid,Mamacita,Spotify,GB,4067430,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:53
822,Wizkid,Mamacita,Spotify,IE,151577,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:01:53
823,Wizkid,G Love,Spotify,GB,3568110,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:05
824,Wizkid,Energy,Spotify,NG,3270094,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:12
825,Wizkid,Money +ACY- Love,Spotify,NG,3127699,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:19
826,Wizkid,Money +ACY- Love,Spotify,ZA,34137,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:19
827,Wizkid,Only You,Spotify,US,2288216,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:25
828,Wizkid,Only You,Spotify,CA,290938,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:25
829,Wizkid,Only You,Spotify,RO,7025,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:25
830,Wizkid,Only You,Spotify,GR,6623,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:25
831,Wizkid,Only You,Spotify,BG,3183,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:25
832,Wizkid,Ginger,Spotify,NG,2592205,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:31
833,Wizkid,Ginger,Spotify,GB,385995,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:31
834,Wizkid,Ojuelegba,Spotify,NG,1823895,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:44
835,Wizkid,Low,Spotify,NG,1875086,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:52
836,Wizkid,Wow,Spotify,NG,2282509,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:02:58
837,Wizkid,Mood,Spotify,NG,2289344,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:04
838,Wizkid,Balance,Spotify,NG,1865063,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:10
839,Wizkid,ABANGANI,Spotify,NG,1427873,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:22
840,Wizkid,Aan Je Zitten,Spotify,NL,1632142,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:29
841,Wizkid,Many Ways,Spotify,NG,1519816,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:35
842,Wizkid,B. D+//3//f/9-OR,Spotify,NG,1587245,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:42
843,Wizkid,Frames (Who's Gonna Know),Spotify,NG,1536065,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:03:58
844,Wizkid,Abracadabra +AC0- Remix,Spotify,NG,1298313,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:06
845,Wizkid,FIESTA,Spotify,NG,1107408,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:15
846,Wizkid,Everyday,Spotify,NG,967489,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:22
847,Wizkid,Work Me Out,Spotify,NG,950818,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:36
848,Wizkid,Loju,Spotify,NG,959206,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:43
849,Wizkid,Slip N Slide,Spotify,NG,900717,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:04:52
850,Wizkid,Sundown,Spotify,SE,852136,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:05:00
851,Wizkid,IDG,Spotify,NG,844043,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:05:20
852,Wizkid,Flower Pads,Spotify,NG,760922,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:05:29
853,Wizkid,Anoti,Spotify,NG,751937,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:05:38
854,Wizkid,Blessed,Spotify,NG,741844,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:05:50
855,Wizkid,One Love +AC0- Bob Marley: One Love +AC0- Music Inspired By The Film,Spotify,NG,721159,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:05
856,Wizkid,Majo,Spotify,NG,658788,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:14
857,Wizkid,Pressure,Spotify,NG,597189,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:23
858,Wizkid,Slow Motion,Spotify,NG,267593,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:33
859,Wizkid,Deep,Spotify,NG,584807,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:46
860,Wizkid,Plenty Loving,Spotify,NG,548002,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:06:53
861,Wizkid,Lighter,Spotify,NG,329067,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:01
862,Wizkid,Special,Spotify,NG,501760,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:11
863,Wizkid,Glow In The Dark,Spotify,GB,499360,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:20
864,Wizkid,Blessings,Spotify,NG,422117,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:29
865,Wizkid,Sponono,Spotify,ZA,410480,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:35
866,Wizkid,Dirty Wine,Spotify,CA,406165,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:43
867,Wizkid,Slow Down,Spotify,NG,353939,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:07:52
868,Wizkid,Situation,Spotify,NG,249546,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:08:00
869,Wizkid,Sweet One,Spotify,NG,133555,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:08:07
870,Wizkid,True Love,Spotify,NG,111760,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:08:25
871,Wizkid,Awolowo,Spotify,NG,73895,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:09:47
872,Wizkid,PAMI,Spotify,NG,40844,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:10:30
873,Wizkid,Steady,Spotify,NG,32003,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:10:37
874,Wizkid,Need You Tonight,Spotify,ZA,15508,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:11:12
875,Wizkid,LV N ATTN feat. Wizkid,Spotify,NG,10558,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:11:29
877,Rema,Calm Down,Spotify,US,194447657,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
878,Rema,Calm Down,Spotify,IN,109283989,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
879,Rema,Calm Down,Spotify,MX,92731668,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
882,Rema,Calm Down,Spotify,BR,51344780,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
884,Rema,Calm Down,Spotify,AU,38825114,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
888,Rema,Calm Down,Spotify,PL,16244171,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
890,Rema,Calm Down,Spotify,CL,11468770,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
892,Rema,Calm Down,Spotify,MY,8681291,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
894,Rema,Calm Down,Spotify,IE,7724706,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
895,Rema,Calm Down,Spotify,SG,7442406,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
897,Rema,Calm Down,Spotify,PH,6645593,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
905,Rema,Calm Down,Spotify,PK,5158993,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
906,Rema,Calm Down,Spotify,AR,5099559,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
912,Rema,Calm Down,Spotify,GT,2459799,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
914,Rema,Calm Down,Spotify,HU,1990002,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
915,Rema,Calm Down,Spotify,CZ,1922495,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
917,Rema,Calm Down,Spotify,EC,1827354,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
919,Rema,Calm Down,Spotify,GR,1579646,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
920,Rema,Calm Down,Spotify,BO,1543663,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
922,Rema,Calm Down,Spotify,HK,1287931,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
923,Rema,Calm Down,Spotify,PY,1208252,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
925,Rema,Calm Down,Spotify,SV,1096835,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
926,Rema,Calm Down,Spotify,DO,1075325,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
927,Rema,Calm Down,Spotify,VE,1050480,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
928,Rema,Calm Down,Spotify,FI,1034148,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
929,Rema,Calm Down,Spotify,LT,982660,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
931,Rema,Calm Down,Spotify,BG,753594,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
934,Rema,Calm Down,Spotify,LV,668529,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
936,Rema,Calm Down,Spotify,EE,603584,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
938,Rema,Calm Down,Spotify,UY,523095,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
939,Rema,Calm Down,Spotify,KR,519023,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
940,Rema,Calm Down,Spotify,IS,411834,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
941,Rema,Calm Down,Spotify,KZ,247717,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
942,Rema,Calm Down,Spotify,TW,112410,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:05
943,Rema,Calm Down,Spotify,Global,338572164,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
944,Rema,Calm Down,Spotify,FR,67461018,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
945,Rema,Calm Down,Spotify,NL,41213012,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
946,Rema,Calm Down,Spotify,DE,21478295,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
947,Rema,Calm Down,Spotify,IT,12122811,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
948,Rema,Calm Down,Spotify,BE,11799439,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
949,Rema,Calm Down,Spotify,CH,9345049,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
950,Rema,Calm Down,Spotify,CA,5808856,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
951,Rema,Calm Down,Spotify,NG,4512798,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
952,Rema,Calm Down,Spotify,PE,4470230,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
953,Rema,Calm Down,Spotify,PT,3680741,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
954,Rema,Calm Down,Spotify,CO,3091741,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
955,Rema,Calm Down,Spotify,MA,2975933,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
956,Rema,Calm Down,Spotify,ZA,2676007,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
957,Rema,Calm Down,Spotify,AT,2020505,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
958,Rema,Calm Down,Spotify,GB,1755785,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
959,Rema,Calm Down,Spotify,ES,1612954,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
960,Rema,Calm Down,Spotify,IL,1223212,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
961,Rema,Calm Down,Spotify,AE,1164264,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
962,Rema,Calm Down,Spotify,CR,935616,2025+AC0-11+AC0-12,2025+AC0-11+AC0-12 09:12:16
